A	B	Score
NDUFA13	NDUFS7	954
NDUFA2	NDUFS7	949
NDUFA3	NDUFS7	954
NDUFA4	NDUFS7	913
NDUFA5	NDUFS7	965
NDUFA6	NDUFS7	958
NDUFA7	NDUFS7	960
NDUFA8	NDUFS7	965
NDUFA9	NDUFS7	965
NDUFAB1	NDUFS7	965
NDUFAF1	NDUFS7	907
NDUFAF2	NDUFS7	900
NDUFAF3	NDUFS7	921
NDUFAF4	NDUFS7	909
NDUFAF5	NDUFS7	951
NDUFAF6	NDUFS7	907
NDUFB1	NDUFS7	931
NDUFB10	NDUFS7	965
NDUFB11	NDUFS7	950
NDUFB2	NDUFS7	954
NDUFB3	NDUFS7	938
NDUFB5	NDUFS7	965
NDUFB6	NDUFS7	965
NDUFB8	NDUFS7	957
NDUFB9	NDUFS7	965
NDUFC1	NDUFS7	951
NDUFC2	NDUFS7	935
NDUFS1	NDUFS7	965
NDUFS2	NDUFS7	965
NDUFS3	NDUFS7	965
NDUFS4	NDUFS7	961
NDUFS5	NDUFS7	965
NDUFS6	NDUFS7	965
NDUFS8	NDUFS7	965
NDUFV1	NDUFS7	965
NDUFV2	NDUFS7	965
NDUFV3	NDUFS7	922
TIMMDC1	NDUFS7	902
TMEM126B	NDUFS7	905
MT-ND1	NDUFS8	962
MT-ND2	NDUFS8	939
MT-ND3	NDUFS8	962
MT-ND4	NDUFS8	962
MT-ND5	NDUFS8	939
MT-ND6	NDUFS8	925
NDUFA1	NDUFS8	934
NDUFA11	NDUFS8	946
NDUFA12	NDUFS8	953
NDUFA13	NDUFS8	943
NDUFA3	NDUFS8	953
NDUFA4	NDUFS8	915
NDUFA5	NDUFS8	965
NDUFA6	NDUFS8	956
NDUFA8	NDUFS8	965
NDUFAB1	NDUFS8	961
NDUFAF3	NDUFS8	927
NDUFAF4	NDUFS8	912
NDUFAF5	NDUFS8	941
NDUFAF6	NDUFS8	913
NDUFB1	NDUFS8	931
NDUFB2	NDUFS8	953
NDUFB6	NDUFS8	965
NDUFC1	NDUFS8	943
NDUFS1	NDUFS8	965
NDUFS2	NDUFS8	964
NDUFS5	NDUFS8	965
NDUFV1	NDUFS8	962
NDUFV2	NDUFS8	962
NDUFV3	NDUFS8	923
TIMMDC1	NDUFS8	902
TMEM126B	NDUFS8	904
MT-ND1	NDUFV1	963
MT-ND2	NDUFV1	965
MT-ND3	NDUFV1	965
MT-ND4	NDUFV1	965
MT-ND5	NDUFV1	965
MT-ND6	NDUFV1	965
NDUFA1	NDUFV1	937
NDUFA11	NDUFV1	948
NDUFA12	NDUFV1	933
NDUFA13	NDUFV1	941
NDUFA3	NDUFV1	959
NDUFA4	NDUFV1	912
NDUFA5	NDUFV1	965
NDUFA6	NDUFV1	925
NDUFA8	NDUFV1	965
NDUFAB1	NDUFV1	965
NDUFAF3	NDUFV1	917
NDUFAF4	NDUFV1	902
NDUFAF5	NDUFV1	902
NDUFAF6	NDUFV1	902
NDUFB1	NDUFV1	926
NDUFB2	NDUFV1	954
NDUFB6	NDUFV1	965
NDUFC1	NDUFV1	937
NDUFS1	NDUFV1	965
NDUFS2	NDUFV1	965
NDUFS5	NDUFV1	965
NDUFV2	NDUFV1	965
NDUFV3	NDUFV1	904
TIMMDC1	NDUFV1	909
TMEM126B	NDUFV1	902
MT-ND1	NDUFV2	964
MT-ND2	NDUFV2	965
MT-ND3	NDUFV2	965
MT-ND4	NDUFV2	965
MT-ND5	NDUFV2	965
MT-ND6	NDUFV2	965
NDUFA1	NDUFV2	937
NDUFA11	NDUFV2	948
NDUFA12	NDUFV2	953
NDUFA13	NDUFV2	935
NDUFA3	NDUFV2	960
NDUFA4	NDUFV2	913
NDUFA5	NDUFV2	965
NDUFA6	NDUFV2	957
NDUFA8	NDUFV2	965
NDUFAB1	NDUFV2	965
NDUFAF4	NDUFV2	902
NDUFAF5	NDUFV2	909
NDUFAF6	NDUFV2	902
NDUFB1	NDUFV2	951
NDUFB2	NDUFV2	962
NDUFB6	NDUFV2	965
NDUFC1	NDUFV2	943
NDUFS1	NDUFV2	965
NDUFS2	NDUFV2	965
NDUFS5	NDUFV2	965
NDUFV3	NDUFV2	940
TIMMDC1	NDUFV2	909
TMEM126B	NDUFV2	907
MT-ND1	NDUFV3	900
MT-ND2	NDUFV3	907
MT-ND3	NDUFV3	902
MT-ND4	NDUFV3	908
MT-ND5	NDUFV3	929
MT-ND6	NDUFV3	901
NDUFA1	NDUFV3	919
NDUFA11	NDUFV3	943
NDUFA13	NDUFV3	915
NDUFA3	NDUFV3	922
NDUFA5	NDUFV3	961
NDUFA6	NDUFV3	923
NDUFA8	NDUFV3	932
NDUFAB1	NDUFV3	957
NDUFAF4	NDUFV3	907
NDUFAF5	NDUFV3	902
NDUFAF6	NDUFV3	902
NDUFB2	NDUFV3	932
NDUFB6	NDUFV3	932
NDUFC1	NDUFV3	923
NDUFS1	NDUFV3	928
NDUFS2	NDUFV3	912
NDUFS5	NDUFV3	932
TIMMDC1	NDUFV3	914
TMEM126B	NDUFV3	901
APBA2	NECAB3	804
AAK1	NECAP1	908
ACTR2	NECAP1	902
AGFG1	NECAP1	913
AGTR1	NECAP1	900
AMPH	NECAP1	909
AP1B1	NECAP1	902
AP1G1	NECAP1	904
AP1M1	NECAP1	902
AP1S2	NECAP1	902
AP1S3	NECAP1	902
AP2A1	NECAP1	923
AP2B1	NECAP1	902
ARF1	NECAP1	902
ARPC4	NECAP1	902
ARRB1	NECAP1	901
ARRB2	NECAP1	900
AVP	NECAP1	900
CD3G	NECAP1	900
CHRM2	NECAP1	900
CLTC	NECAP1	909
CLTCL1	NECAP1	916
CTTN	NECAP1	901
DNAJC6	NECAP1	901
DNM1	NECAP1	902
DNM2	NECAP1	905
DNM3	NECAP1	901
EPN1	NECAP1	900
EPS15	NECAP1	933
EPS15L1	NECAP1	942
FCHO1	NECAP1	928
FCHO2	NECAP1	935
FNBP1	NECAP1	905
FZD4	NECAP1	900
GAPVD1	NECAP1	902
HSPA8	NECAP1	902
IGF2R	NECAP1	900
ITSN1	NECAP1	902
ITSN2	NECAP1	902
KIAA0319	NECAP1	902
LDLR	NECAP1	901
LDLRAP1	NECAP1	900
OCRL	NECAP1	904
PACSIN1	NECAP1	905
PACSIN3	NECAP1	900
PICALM	NECAP1	904
RAB5B	NECAP1	902
RAB5C	NECAP1	900
REPS1	NECAP1	900
REPS2	NECAP1	902
SGIP1	NECAP1	928
SH3GL2	NECAP1	902
SH3KBP1	NECAP1	900
SLC18A3	NECAP1	901
SLC2A8	NECAP1	900
SNAP91	NECAP1	912
SNX9	NECAP1	917
STAM	NECAP1	900
STON1	NECAP1	900
STON2	NECAP1	904
SYNJ1	NECAP1	915
SYNJ2	NECAP1	912
SYT11	NECAP1	902
SYT2	NECAP1	902
SYT8	NECAP1	900
TBC1D8B	NECAP1	900
TF	NECAP1	900
TFRC	NECAP1	930
TGOLN2	NECAP1	902
TPD52	NECAP1	900
TPD52L1	NECAP1	900
UBA52	NECAP1	900
UBC	NECAP1	900
AGTR1	NECAP2	900
AP2B1	NECAP2	906
ARRB1	NECAP2	902
ARRB2	NECAP2	902
CD3G	NECAP2	900
CHRM2	NECAP2	900
CLTC	NECAP2	914
CLTCL1	NECAP2	915
EPN1	NECAP2	900
EPS15L1	NECAP2	919
FCHO1	NECAP2	928
FCHO2	NECAP2	928
FNBP1	NECAP2	902
FZD4	NECAP2	900
HSPA8	NECAP2	900
LDLR	NECAP2	901
PACSIN1	NECAP2	900
PACSIN3	NECAP2	900
RAB5C	NECAP2	902
REPS1	NECAP2	900
SNAP91	NECAP2	923
STON2	NECAP2	900
SYNJ1	NECAP2	915
UBC	NECAP2	900
AFDN	NECTIN1	904
CADM3	NECTIN1	900
NECTIN3	NECTIN1	921
NECTIN4	NECTIN1	915
AFDN	NECTIN2	915
CD226	NECTIN2	934
NECTIN1	NECTIN2	885
NECTIN3	NECTIN2	934
AFDN	NECTIN4	800
ALMS1	NEDD1	900
BORA	NEDD1	902
CDK11B	NEDD1	900
TCTN3	NEDD1	900
TUBGCP5	NEDD1	949
UBC	NEDD4	937
UBE2F	NEDD4	904
UBE2J1	NEDD4	915
UBE2V2	NEDD4	901
CHMP2A	NEDD4L	900
NEDD4	NEDD4L	820
NTRK1	NEDD4L	905
PDCD6IP	NEDD4L	905
STRAP	NEDD4L	900
UBA52	NEDD4L	938
UBC	NEDD4L	937
UBE2E3	NEDD4L	928
UBE2F	NEDD4L	904
UBE2J1	NEDD4L	915
UBE2J2	NEDD4L	906
UBE2V2	NEDD4L	901
UBE2W	NEDD4L	915
ANKRD9	NEDD8	915
ASB1	NEDD8	915
ASB10	NEDD8	915
ASB11	NEDD8	915
ASB12	NEDD8	915
ASB13	NEDD8	915
ASB14	NEDD8	915
ASB15	NEDD8	915
ASB16	NEDD8	915
ASB17	NEDD8	900
ASB18	NEDD8	915
ASB2	NEDD8	915
ASB4	NEDD8	915
ASB5	NEDD8	915
ASB6	NEDD8	915
ASB7	NEDD8	915
ASB8	NEDD8	915
ASB9	NEDD8	915
BTBD1	NEDD8	900
BTBD6	NEDD8	900
BTRC	NEDD8	905
CCDC22	NEDD8	902
CCDC8	NEDD8	901
CCNF	NEDD8	908
CISH	NEDD8	900
CKS1B	NEDD8	908
COMMD1	NEDD8	901
COMMD10	NEDD8	901
COMMD2	NEDD8	902
COMMD3	NEDD8	901
COMMD4	NEDD8	906
COMMD5	NEDD8	900
COMMD6	NEDD8	902
COMMD7	NEDD8	915
COMMD8	NEDD8	901
COMMD9	NEDD8	900
COP1	NEDD8	909
CUL1	NEDD8	960
CUL2	NEDD8	960
CUL3	NEDD8	950
CUL4A	NEDD8	949
CUL4B	NEDD8	949
CUL5	NEDD8	956
CUL7	NEDD8	904
CUL9	NEDD8	912
DCAF10	NEDD8	910
DCAF11	NEDD8	904
DCAF13	NEDD8	902
DCAF16	NEDD8	900
DCAF17	NEDD8	900
DCAF4	NEDD8	901
DCAF5	NEDD8	919
DCAF6	NEDD8	901
DCAF7	NEDD8	902
DCUN1D1	NEDD8	945
DCUN1D2	NEDD8	945
DCUN1D3	NEDD8	956
DCUN1D4	NEDD8	952
DCUN1D5	NEDD8	956
DDA1	NEDD8	903
DDB1	NEDD8	950
DDB2	NEDD8	900
DTL	NEDD8	929
ELOB	NEDD8	948
ELOC	NEDD8	956
EPAS1	NEDD8	902
ERCC8	NEDD8	902
ESR1	NEDD8	900
ESR2	NEDD8	900
FBXL13	NEDD8	909
FBXL14	NEDD8	909
FBXL16	NEDD8	909
FBXL18	NEDD8	900
FBXL19	NEDD8	912
FBXL20	NEDD8	903
FBXL22	NEDD8	909
FBXL3	NEDD8	909
FBXL4	NEDD8	909
FBXL5	NEDD8	900
FBXL7	NEDD8	909
FBXL8	NEDD8	900
FBXO10	NEDD8	900
FBXO11	NEDD8	900
FBXO15	NEDD8	900
FBXO17	NEDD8	900
FBXO2	NEDD8	902
FBXO21	NEDD8	900
FBXO22	NEDD8	900
FBXO27	NEDD8	900
FBXO31	NEDD8	901
FBXO32	NEDD8	900
FBXO4	NEDD8	900
FBXO40	NEDD8	902
FBXO41	NEDD8	901
FBXO44	NEDD8	900
FBXO6	NEDD8	900
FBXO7	NEDD8	900
FBXW10	NEDD8	915
FBXW11	NEDD8	905
FBXW12	NEDD8	900
FBXW2	NEDD8	915
FBXW4	NEDD8	902
FBXW5	NEDD8	904
FBXW7	NEDD8	915
FBXW8	NEDD8	915
FBXW9	NEDD8	915
FEM1A	NEDD8	915
FEM1B	NEDD8	915
FEM1C	NEDD8	915
HIF1A	NEDD8	902
HIF3A	NEDD8	902
KBTBD13	NEDD8	902
KBTBD6	NEDD8	900
KBTBD7	NEDD8	900
KBTBD8	NEDD8	905
KCTD6	NEDD8	914
KCTD7	NEDD8	914
KLHL11	NEDD8	900
KLHL2	NEDD8	901
KLHL21	NEDD8	914
KLHL22	NEDD8	907
KLHL25	NEDD8	901
KLHL3	NEDD8	901
KLHL41	NEDD8	909
KLHL42	NEDD8	913
KLHL5	NEDD8	908
KLHL9	NEDD8	902
LMO7	NEDD8	900
LRR1	NEDD8	904
LRRC41	NEDD8	902
NAE1	NEDD8	960
NEURL2	NEDD8	900
OBSL1	NEDD8	900
PSMA1	NEDD8	922
PSMA5	NEDD8	922
PSMA6	NEDD8	922
PSMA7	NEDD8	922
PSMA8	NEDD8	922
PSMB1	NEDD8	922
PSMB10	NEDD8	922
PSMB11	NEDD8	922
PSMB2	NEDD8	922
PSMB3	NEDD8	943
PSMB4	NEDD8	915
PSMB5	NEDD8	922
PSMB6	NEDD8	911
PSMB7	NEDD8	922
PSMB8	NEDD8	922
PSMB9	NEDD8	909
PSMC1	NEDD8	923
PSMC2	NEDD8	923
PSMC3	NEDD8	927
PSMC5	NEDD8	923
PSMC6	NEDD8	927
PSMD1	NEDD8	928
PSMD11	NEDD8	928
PSMD12	NEDD8	930
PSMD13	NEDD8	927
PSMD14	NEDD8	949
PSMD2	NEDD8	931
PSMD3	NEDD8	935
PSMD4	NEDD8	937
PSMD6	NEDD8	937
PSMD9	NEDD8	902
PSME1	NEDD8	902
PSME3	NEDD8	902
PSME4	NEDD8	916
PSMF1	NEDD8	900
RBBP5	NEDD8	902
RBBP7	NEDD8	902
RNF7	NEDD8	950
RPS27A	NEDD8	916
SEM1	NEDD8	900
SENP8	NEDD8	951
SKP2	NEDD8	942
SOCS2	NEDD8	900
SOCS3	NEDD8	900
SOCS5	NEDD8	908
SOCS6	NEDD8	909
SPSB1	NEDD8	902
SPSB2	NEDD8	902
SPSB3	NEDD8	902
SPSB4	NEDD8	902
TGFBR2	NEDD8	904
TP53	NEDD8	900
TULP4	NEDD8	900
UBA3	NEDD8	960
UBA52	NEDD8	932
UBB	NEDD8	908
UBC	NEDD8	917
UBE2F	NEDD8	961
UBE2M	NEDD8	950
UBXN7	NEDD8	922
UCHL3	NEDD8	937
VHL	NEDD8	901
WDR5	NEDD8	904
WDTC1	NEDD8	901
WSB1	NEDD8	904
WSB2	NEDD8	904
ZBTB16	NEDD8	909
PRPH	NEFM	830
VIM	NEFM	827
LIG3	NEIL1	904
LIG3	NEIL2	909
PNKP	NEIL2	900
ACTR1A	NEK2	905
AHI1	NEK2	902
ALMS1	NEK2	900
ANAPC10	NEK2	902
ANAPC15	NEK2	900
ANAPC16	NEK2	900
ANAPC4	NEK2	902
ANAPC7	NEK2	903
BORA	NEK2	909
BUB3	NEK2	902
CC2D2A	NEK2	900
CCP110	NEK2	904
CDC20	NEK2	965
CDC23	NEK2	902
CDC26	NEK2	929
CDC27	NEK2	902
CDK1	NEK2	961
CDK11A	NEK2	900
CDK11B	NEK2	900
CENPJ	NEK2	902
CEP131	NEK2	900
CEP152	NEK2	902
CEP162	NEK2	900
CEP192	NEK2	902
CEP250	NEK2	900
CEP290	NEK2	901
CEP78	NEK2	904
CEP83	NEK2	900
CETN2	NEK2	902
CKAP5	NEK2	902
CNTRL	NEK2	902
CSNK1E	NEK2	909
DCTN2	NEK2	900
DYNC1I2	NEK2	903
DYNLL1	NEK2	900
HAUS5	NEK2	902
HAUS6	NEK2	907
HAUS7	NEK2	902
HMMR	NEK2	907
MAPRE1	NEK2	902
MKS1	NEK2	901
MZT1	NEK2	900
NDE1	NEK2	902
NEDD1	NEK2	902
NME7	NEK2	902
NPHP4	NEK2	901
NUMA1	NEK2	900
ODF2	NEK2	902
PAFAH1B1	NEK2	900
RAB3IP	NEK2	900
SFI1	NEK2	901
TCTN1	NEK2	901
TCTN3	NEK2	900
TMEM216	NEK2	900
TMEM67	NEK2	901
TUBGCP2	NEK2	902
TUBGCP5	NEK2	900
UBA52	NEK2	900
UBC	NEK2	912
UBE2D1	NEK2	900
NEK6	NEK9	952
NEK7	NEK9	958
CCNK	NELFA	902
CDK12	NELFA	902
CTDP1	NELFA	902
EAF1	NELFA	902
ELOA	NELFA	902
ELOA3	NELFA	902
ELOC	NELFA	900
ERCC2	NELFA	902
GTF2F1	NELFA	900
GTF2H3	NELFA	900
GTF2H5	NELFA	900
